,match_uid_question_0,match_uid_question_1,match_uid_question_10,match_uid_question_11,match_uid_question_12,match_uid_question_13,match_uid_question_14,match_uid_question_15,match_uid_question_2,match_uid_question_3,match_uid_question_4,match_uid_question_5,match_uid_question_6,match_uid_question_7,match_uid_question_8,match_uid_question_9,uid_question_0,uid_question_1,uid_question_10,uid_question_11,uid_question_12,uid_question_13,uid_question_14,uid_question_15,uid_question_2,uid_question_3,uid_question_4,uid_question_5,uid_question_6,uid_question_7,uid_question_8,uid_question_9,star_plus
12783,,,,,,,,,,,,,,,,,Slightly agree,Slightly agree,Agree,Neutral,Slightly disagree,Disagree,Slightly agree,Neutral,Slightly agree,Slightly agree,Slightly agree,Agree,Agree,Slightly agree,Slightly disagree,Slightly agree,3.75
12784,Slightly disagree,Slightly disagree,Neutral,Agree,Slightly disagree,Neutral,Slightly agree,Disagree,Slightly disagree,Agree,Neutral,Slightly disagree,Agree,Neutral,Slightly agree,Slightly agree,,,,,,,,,,,,,,,,,5.0
12785,Slightly agree,Slightly agree,Slightly disagree,Slightly agree,Disagree,Slightly disagree,Slightly disagree,Slightly agree,Slightly agree,Agree,Slightly disagree,Slightly agree,Slightly agree,Slightly disagree,Neutral,Neutral,,,,,,,,,,,,,,,,,5.0
12786,Disagree,Slightly agree,Agree,Slightly agree,Slightly disagree,Neutral,Slightly disagree,Slightly agree,Neutral,Agree,Slightly disagree,Disagree,Slightly disagree,Disagree,Slightly disagree,Agree,,,,,,,,,,,,,,,,,2.5
12787,Disagree,Neutral,Neutral,Neutral,Slightly agree,Disagree,Slightly agree,Slightly agree,Disagree,Disagree,Disagree,Slightly disagree,Neutral,Disagree,Slightly disagree,Agree,,,,,,,,,,,,,,,,,5.0
12788,,,,,,,,,,,,,,,,,Slightly disagree,Slightly agree,Disagree,Disagree,Slightly agree,Agree,Agree,Agree,Slightly agree,Disagree,Slightly disagree,Agree,Slightly agree,Disagree,Slightly agree,Slightly disagree,5.0
12789,Neutral,Slightly agree,Neutral,Neutral,Neutral,Agree,Slightly agree,Disagree,Slightly agree,Neutral,Slightly disagree,Neutral,Neutral,Neutral,Slightly agree,Agree,,,,,,,,,,,,,,,,,5.0
12790,Slightly agree,Slightly disagree,Slightly agree,Slightly agree,Neutral,Slightly agree,Slightly agree,Agree,Slightly disagree,Slightly agree,Slightly agree,Agree,Neutral,Neutral,Slightly disagree,Slightly agree,Disagree,Slightly agree,Agree,Slightly agree,Slightly disagree,Neutral,Slightly disagree,Slightly agree,Neutral,Agree,Slightly disagree,Disagree,Slightly disagree,Disagree,Slightly disagree,Agree,2.5
12791,,,,,,,,,,,,,,,,,Disagree,Neutral,Disagree,Agree,Slightly agree,Slightly agree,Agree,Neutral,Neutral,Disagree,Neutral,Slightly agree,Agree,Slightly agree,Slightly agree,Agree,2.5
12792,,,,,,,,,,,,,,,,,Disagree,Slightly disagree,Slightly agree,Slightly agree,Disagree,Slightly disagree,Neutral,Neutral,Disagree,Slightly agree,Disagree,Slightly disagree,Neutral,Disagree,Slightly disagree,Agree,5.0
12793,,,,,,,,,,,,,,,,,Disagree,Disagree,Agree,Neutral,Agree,Slightly agree,Agree,Disagree,Disagree,Agree,Neutral,Disagree,Neutral,Slightly disagree,Agree,Agree,2.0
12794,,,,,,,,,,,,,,,,,Disagree,Neutral,Disagree,Agree,Slightly agree,Slightly agree,Agree,Neutral,Neutral,Disagree,Neutral,Slightly agree,Agree,Slightly agree,Slightly agree,Agree,5.0
12795,,,,,,,,,,,,,,,,,Neutral,Neutral,Slightly disagree,Neutral,Neutral,Slightly agree,Slightly agree,Slightly disagree,Slightly agree,Neutral,Slightly disagree,Neutral,Neutral,Disagree,Slightly disagree,Slightly agree,2.0
12796,Slightly disagree,Slightly disagree,Disagree,Slightly disagree,Slightly agree,Disagree,Neutral,Slightly agree,Disagree,Disagree,Disagree,Disagree,Neutral,Disagree,Disagree,Agree,,,,,,,,,,,,,,,,,4.0
12797,,,,,,,,,,,,,,,,,Slightly disagree,Neutral,Agree,Slightly agree,Slightly agree,Slightly disagree,Slightly agree,Neutral,Neutral,Neutral,Slightly agree,Agree,Agree,Neutral,Slightly agree,Agree,5.0
12798,Neutral,Disagree,Neutral,Neutral,Disagree,Neutral,Neutral,Disagree,Neutral,Neutral,Disagree,Neutral,Disagree,Disagree,Slightly agree,Agree,,,,,,,,,,,,,,,,,3.25
12799,Slightly agree,Slightly agree,Disagree,Slightly disagree,Slightly disagree,Disagree,Agree,Agree,Agree,Slightly agree,Disagree,Agree,Slightly disagree,Slightly agree,Disagree,Slightly agree,,,,,,,,,,,,,,,,,4.0
12800,,,,,,,,,,,,,,,,,Slightly disagree,Neutral,Agree,Slightly agree,Slightly agree,Slightly disagree,Slightly agree,Neutral,Neutral,Neutral,Slightly agree,Agree,Agree,Neutral,Slightly agree,Agree,3.25
12801,Agree,Disagree,Slightly disagree,Slightly agree,Slightly disagree,Slightly disagree,Slightly agree,Slightly disagree,Slightly disagree,Agree,Slightly disagree,Disagree,Slightly agree,Slightly disagree,Slightly agree,Agree,,,,,,,,,,,,,,,,,5.0
12802,Slightly disagree,Neutral,Slightly disagree,Neutral,Agree,Agree,Neutral,Slightly agree,Neutral,Agree,Neutral,Neutral,Slightly agree,Slightly disagree,Slightly disagree,Agree,,,,,,,,,,,,,,,,,2.0
12803,Disagree,Neutral,Disagree,Neutral,Disagree,Neutral,Agree,Neutral,Disagree,Agree,Slightly agree,Agree,Slightly agree,Neutral,Agree,Agree,,,,,,,,,,,,,,,,,4.0
12804,,,,,,,,,,,,,,,,,Agree,Agree,Disagree,Slightly agree,Slightly disagree,Agree,Slightly disagree,Disagree,Agree,Agree,Neutral,Slightly disagree,Agree,Slightly agree,Disagree,Neutral,5.0
12805,,,,,,,,,,,,,,,,,Slightly agree,Slightly agree,Slightly disagree,Agree,Slightly agree,Agree,Slightly disagree,Agree,Slightly agree,Neutral,Slightly agree,Slightly agree,Disagree,Slightly disagree,Slightly disagree,Agree,3.0
12806,Slightly disagree,Slightly agree,Slightly agree,Slightly agree,Neutral,Slightly agree,Neutral,Slightly agree,Slightly disagree,Neutral,Neutral,Slightly agree,Neutral,Slightly disagree,Slightly disagree,Agree,,,,,,,,,,,,,,,,,5.0
12807,,,,,,,,,,,,,,,,,Slightly agree,Slightly disagree,Slightly disagree,Slightly disagree,Disagree,Slightly disagree,Disagree,Disagree,Neutral,Slightly agree,Slightly agree,Neutral,Neutral,Slightly agree,Neutral,Slightly agree,5.0
12808,Slightly agree,Agree,Slightly disagree,Slightly disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Slightly disagree,Slightly disagree,Slightly agree,Disagree,,,,,,,,,,,,,,,,,4.0
12809,,,,,,,,,,,,,,,,,Slightly agree,Slightly agree,Neutral,Slightly disagree,Disagree,Slightly agree,Slightly disagree,Slightly agree,Slightly agree,Slightly agree,Disagree,Slightly agree,Neutral,Disagree,Slightly disagree,Neutral,5.0
12810,Disagree,Slightly agree,Agree,Neutral,Neutral,Agree,Slightly agree,Disagree,Disagree,Slightly disagree,Neutral,Neutral,Agree,Neutral,Slightly agree,Agree,,,,,,,,,,,,,,,,,2.0
12811,Slightly agree,Slightly agree,Neutral,Disagree,Slightly agree,Slightly disagree,Slightly agree,Slightly agree,Agree,Agree,Disagree,Slightly disagree,Agree,Slightly agree,Slightly agree,Slightly disagree,,,,,,,,,,,,,,,,,2.0
12812,Disagree,Neutral,Slightly disagree,Neutral,Neutral,Agree,Slightly disagree,Neutral,Disagree,Disagree,Neutral,Neutral,Neutral,Neutral,Slightly disagree,Slightly agree,,,,,,,,,,,,,,,,,2.0
12813,,,,,,,,,,,,,,,,,Slightly agree,Slightly disagree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Neutral,Slightly disagree,Slightly disagree,Neutral,Slightly agree,Slightly agree,Slightly disagree,Slightly agree,Agree,3.0
12814,Slightly disagree,Slightly agree,Slightly agree,Slightly agree,Neutral,Slightly agree,Neutral,Slightly agree,Slightly disagree,Neutral,Neutral,Slightly agree,Neutral,Slightly disagree,Slightly disagree,Agree,,,,,,,,,,,,,,,,,2.0
12815,Disagree,Slightly agree,Agree,Slightly agree,Slightly agree,Agree,Slightly agree,Disagree,Slightly agree,Slightly disagree,Neutral,Slightly agree,Slightly agree,Neutral,Slightly disagree,Slightly agree,,,,,,,,,,,,,,,,,5.0
12816,Disagree,Neutral,Neutral,Slightly agree,Slightly disagree,Slightly agree,Neutral,Slightly disagree,Neutral,Slightly agree,Neutral,Slightly disagree,Slightly agree,Slightly agree,Neutral,Agree,,,,,,,,,,,,,,,,,5.0
12817,,,,,,,,,,,,,,,,,Agree,Agree,Disagree,Slightly agree,Slightly disagree,Agree,Slightly disagree,Disagree,Agree,Agree,Neutral,Slightly disagree,Agree,Slightly agree,Disagree,Neutral,3.25
12818,,,,,,,,,,,,,,,,,Slightly disagree,Slightly agree,Slightly agree,Slightly agree,Neutral,Slightly agree,Neutral,Slightly agree,Slightly disagree,Neutral,Neutral,Slightly agree,Neutral,Slightly disagree,Slightly disagree,Agree,5.0
12819,Disagree,Slightly agree,Neutral,Slightly disagree,Neutral,Slightly agree,Agree,Neutral,Neutral,Neutral,Disagree,Neutral,Agree,Neutral,Slightly disagree,Agree,,,,,,,,,,,,,,,,,1.25
12820,Neutral,Slightly agree,Slightly disagree,Neutral,Slightly disagree,Slightly disagree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Neutral,Agree,Agree,Slightly disagree,Slightly agree,,,,,,,,,,,,,,,,,5.0
12821,,,,,,,,,,,,,,,,,Disagree,Neutral,Agree,Slightly agree,Slightly agree,Neutral,Slightly agree,Slightly disagree,Slightly disagree,Neutral,Disagree,Slightly disagree,Neutral,Neutral,Agree,Slightly agree,5.0
12822,Neutral,Agree,Slightly disagree,Slightly disagree,Slightly agree,Neutral,Agree,Slightly disagree,Agree,Neutral,Disagree,Slightly agree,Neutral,Disagree,Slightly disagree,Neutral,,,,,,,,,,,,,,,,,4.0
12823,Agree,Agree,Disagree,Slightly agree,Slightly disagree,Agree,Slightly disagree,Disagree,Agree,Agree,Neutral,Slightly disagree,Agree,Slightly agree,Disagree,Neutral,,,,,,,,,,,,,,,,,5.0
12824,Disagree,Slightly disagree,Agree,Slightly agree,Slightly agree,Slightly agree,Slightly disagree,Slightly agree,Slightly agree,Slightly agree,Slightly disagree,Slightly disagree,Slightly agree,Disagree,Agree,Agree,,,,,,,,,,,,,,,,,2.5
12825,Neutral,Slightly agree,Slightly agree,Agree,Disagree,Agree,Slightly agree,Slightly agree,Slightly agree,Agree,Slightly disagree,Slightly agree,Agree,Disagree,Disagree,Agree,,,,,,,,,,,,,,,,,3.25
12826,Neutral,Slightly agree,Slightly agree,Slightly agree,Slightly disagree,Slightly disagree,Slightly agree,Neutral,Disagree,Slightly agree,Slightly agree,Disagree,Slightly agree,Slightly disagree,Slightly disagree,Agree,,,,,,,,,,,,,,,,,5.0
12827,Disagree,Neutral,Disagree,Agree,Slightly agree,Slightly agree,Agree,Neutral,Neutral,Disagree,Neutral,Slightly agree,Agree,Slightly agree,Slightly agree,Agree,,,,,,,,,,,,,,,,,2.5
12828,,,,,,,,,,,,,,,,,Agree,Agree,Disagree,Slightly agree,Slightly disagree,Agree,Slightly disagree,Disagree,Agree,Agree,Neutral,Slightly disagree,Agree,Slightly agree,Disagree,Neutral,4.0
12829,Disagree,Disagree,Slightly agree,Agree,Slightly disagree,Slightly agree,Slightly agree,Slightly disagree,Disagree,Slightly disagree,Disagree,Slightly agree,Slightly agree,Disagree,Slightly agree,Agree,,,,,,,,,,,,,,,,,2.5
12830,Disagree,Slightly agree,Agree,Slightly agree,Slightly disagree,Neutral,Slightly disagree,Slightly agree,Neutral,Agree,Slightly disagree,Disagree,Slightly disagree,Disagree,Slightly disagree,Agree,,,,,,,,,,,,,,,,,0.5
12831,,,,,,,,,,,,,,,,,Disagree,Slightly agree,Neutral,Slightly disagree,Neutral,Slightly agree,Agree,Neutral,Neutral,Neutral,Disagree,Neutral,Agree,Neutral,Slightly disagree,Agree,4.0
12832,,,,,,,,,,,,,,,,,Disagree,Disagree,Slightly disagree,Neutral,Agree,Slightly agree,Slightly agree,Neutral,Slightly agree,Slightly agree,Disagree,Slightly disagree,Slightly agree,Disagree,Disagree,Neutral,5.0
12833,Slightly agree,Slightly agree,Neutral,Agree,Agree,Slightly agree,Slightly agree,Disagree,Agree,Agree,Slightly disagree,Slightly agree,Slightly agree,Slightly disagree,Slightly disagree,Neutral,,,,,,,,,,,,,,,,,5.0
12834,Slightly agree,Agree,Slightly agree,Neutral,Disagree,Neutral,Neutral,Disagree,Slightly disagree,Agree,Slightly disagree,Slightly agree,Agree,Slightly agree,Slightly agree,Agree,,,,,,,,,,,,,,,,,5.0
12835,,,,,,,,,,,,,,,,,Neutral,Neutral,Neutral,Neutral,Slightly agree,Slightly disagree,Neutral,Slightly agree,Neutral,Slightly agree,Slightly disagree,Slightly disagree,Slightly agree,Neutral,Slightly disagree,Slightly agree,3.75
12836,,,,,,,,,,,,,,,,,Disagree,Slightly agree,Agree,Slightly agree,Slightly disagree,Neutral,Slightly disagree,Slightly agree,Neutral,Agree,Slightly disagree,Disagree,Slightly disagree,Disagree,Slightly disagree,Agree,5.0
12837,,,,,,,,,,,,,,,,,Slightly disagree,Neutral,Agree,Slightly agree,Slightly agree,Slightly disagree,Slightly agree,Neutral,Neutral,Neutral,Slightly agree,Agree,Agree,Neutral,Slightly agree,Agree,5.0
12838,Slightly agree,Disagree,Neutral,Slightly agree,Neutral,Slightly disagree,Slightly disagree,Agree,Slightly agree,Neutral,Disagree,Slightly agree,Slightly disagree,Disagree,Slightly agree,Agree,,,,,,,,,,,,,,,,,5.0
12839,Slightly agree,Disagree,Slightly disagree,Agree,Slightly agree,Neutral,Slightly agree,Slightly agree,Slightly disagree,Disagree,Disagree,Neutral,Neutral,Disagree,Slightly disagree,Agree,Disagree,Slightly agree,Slightly disagree,Slightly disagree,Slightly disagree,Slightly disagree,Slightly disagree,Slightly disagree,Disagree,Agree,Neutral,Disagree,Neutral,Neutral,Neutral,Neutral,5.0
12840,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Slightly disagree,Disagree,Slightly disagree,Disagree,Neutral,Slightly agree,Slightly disagree,Disagree,Slightly agree,Agree,,,,,,,,,,,,,,,,,5.0
12841,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Neutral,Disagree,Neutral,Agree,Slightly disagree,Agree,Agree,Agree,,,,,,,,,,,,,,,,,2.0
12842,Neutral,Neutral,Neutral,Neutral,Neutral,Slightly agree,Slightly agree,Slightly disagree,Slightly agree,Slightly agree,Neutral,Disagree,Agree,Disagree,Slightly agree,Agree,,,,,,,,,,,,,,,,,4.0
12843,,,,,,,,,,,,,,,,,Slightly disagree,Slightly disagree,Slightly agree,Agree,Slightly agree,Agree,Neutral,Agree,Neutral,Slightly agree,Neutral,Neutral,Agree,Slightly agree,Slightly agree,Slightly agree,5.0
12844,Neutral,Disagree,Neutral,Neutral,Disagree,Neutral,Neutral,Disagree,Neutral,Neutral,Disagree,Neutral,Disagree,Disagree,Slightly agree,Agree,,,,,,,,,,,,,,,,,6.0
12845,,,,,,,,,,,,,,,,,Agree,Slightly agree,Slightly disagree,Slightly agree,Slightly disagree,Agree,Neutral,Slightly disagree,Neutral,Slightly agree,Neutral,Disagree,Neutral,Neutral,Slightly disagree,Agree,1.25
12846,Slightly agree,Agree,Neutral,Neutral,Slightly agree,Slightly agree,Agree,Neutral,Slightly agree,Neutral,Slightly disagree,Neutral,Slightly disagree,Neutral,Slightly agree,Slightly agree,,,,,,,,,,,,,,,,,4.75
12847,,,,,,,,,,,,,,,,,Slightly disagree,Slightly agree,Slightly disagree,Slightly disagree,Slightly disagree,Agree,Slightly disagree,Slightly agree,Neutral,Slightly disagree,Slightly disagree,Neutral,Slightly disagree,Slightly agree,Disagree,Agree,2.5
12848,Neutral,Disagree,Neutral,Neutral,Disagree,Neutral,Neutral,Disagree,Neutral,Neutral,Disagree,Neutral,Disagree,Disagree,Slightly agree,Agree,Disagree,Neutral,Agree,Disagree,Slightly agree,Agree,Neutral,Slightly disagree,Disagree,Agree,Slightly agree,Disagree,Neutral,Disagree,Slightly agree,Agree,5.0
12849,,,,,,,,,,,,,,,,,Slightly disagree,Slightly disagree,Disagree,Slightly disagree,Slightly agree,Disagree,Neutral,Slightly agree,Disagree,Disagree,Disagree,Disagree,Neutral,Disagree,Disagree,Agree,5.0
12850,,,,,,,,,,,,,,,,,Slightly disagree,Neutral,Agree,Slightly agree,Neutral,Slightly agree,Agree,Neutral,Slightly agree,Disagree,Disagree,Slightly agree,Agree,Slightly agree,Slightly agree,Slightly agree,3.0
12851,Neutral,Neutral,Neutral,Disagree,Disagree,Slightly disagree,Slightly agree,Disagree,Slightly agree,Slightly agree,Slightly disagree,Slightly agree,Slightly agree,Slightly disagree,Slightly disagree,Agree,,,,,,,,,,,,,,,,,2.0
12852,Slightly disagree,Slightly agree,Slightly disagree,Slightly disagree,Slightly disagree,Agree,Slightly disagree,Slightly agree,Neutral,Slightly disagree,Slightly disagree,Neutral,Slightly disagree,Slightly agree,Disagree,Agree,,,,,,,,,,,,,,,,,4.0
12853,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Slightly disagree,Disagree,Slightly disagree,Disagree,Neutral,Slightly agree,Slightly disagree,Disagree,Slightly agree,Agree,,,,,,,,,,,,,,,,,5.0
12854,Neutral,Slightly agree,Agree,Agree,Slightly agree,Neutral,Neutral,Disagree,Agree,Slightly agree,Slightly disagree,Slightly disagree,Agree,Disagree,Neutral,Neutral,Slightly disagree,Slightly disagree,Agree,Slightly agree,Slightly agree,Slightly agree,Slightly disagree,Slightly agree,Disagree,Slightly disagree,Neutral,Disagree,Slightly agree,Slightly disagree,Disagree,Agree,3.0
12855,,,,,,,,,,,,,,,,,Disagree,Neutral,Disagree,Neutral,Disagree,Neutral,Agree,Neutral,Disagree,Agree,Slightly agree,Agree,Slightly agree,Neutral,Agree,Agree,6.0
12856,Slightly disagree,Disagree,Agree,Disagree,Neutral,Neutral,Disagree,Disagree,Slightly disagree,Neutral,Agree,Slightly agree,Agree,Disagree,Neutral,Agree,,,,,,,,,,,,,,,,,2.0
12857,Disagree,Slightly disagree,Agree,Slightly agree,Slightly agree,Slightly agree,Slightly disagree,Slightly agree,Slightly agree,Slightly agree,Slightly disagree,Slightly disagree,Slightly agree,Disagree,Agree,Agree,,,,,,,,,,,,,,,,,3.0
12858,,,,,,,,,,,,,,,,,Disagree,Neutral,Agree,Slightly agree,Disagree,Agree,Neutral,Slightly disagree,Slightly disagree,Disagree,Agree,Neutral,Agree,Agree,Disagree,Agree,5.0
12859,Disagree,Slightly disagree,Agree,Slightly disagree,Agree,Agree,Agree,Slightly disagree,Agree,Agree,Disagree,Slightly disagree,Slightly agree,Disagree,Slightly disagree,Agree,,,,,,,,,,,,,,,,,3.25
12860,Slightly agree,Slightly agree,Neutral,Disagree,Slightly agree,Slightly disagree,Slightly agree,Slightly agree,Agree,Agree,Disagree,Slightly disagree,Agree,Slightly agree,Slightly agree,Slightly disagree,,,,,,,,,,,,,,,,,4.75
12861,,,,,,,,,,,,,,,,,Agree,Agree,Disagree,Slightly agree,Slightly disagree,Agree,Slightly disagree,Disagree,Agree,Agree,Neutral,Slightly disagree,Agree,Slightly agree,Disagree,Neutral,3.25
12862,,,,,,,,,,,,,,,,,Disagree,Slightly disagree,Slightly agree,Neutral,Neutral,Slightly agree,Neutral,Neutral,Disagree,Slightly agree,Slightly disagree,Neutral,Neutral,Slightly disagree,Neutral,Slightly agree,2.0
12863,,,,,,,,,,,,,,,,,Neutral,Slightly agree,Neutral,Neutral,Neutral,Agree,Slightly agree,Disagree,Slightly agree,Neutral,Slightly disagree,Neutral,Neutral,Neutral,Slightly agree,Agree,0.5
12864,Slightly disagree,Slightly agree,Slightly agree,Neutral,Slightly disagree,Disagree,Slightly disagree,Slightly agree,Slightly disagree,Agree,Slightly disagree,Neutral,Disagree,Neutral,Neutral,Agree,Agree,Slightly agree,Slightly disagree,Slightly disagree,Slightly agree,Slightly disagree,Disagree,Agree,Agree,Slightly agree,Slightly agree,Agree,Agree,Agree,Slightly disagree,Agree,2.0
12865,Slightly agree,Slightly agree,Disagree,Neutral,Slightly disagree,Neutral,Disagree,Disagree,Agree,Agree,Disagree,Agree,Neutral,Slightly agree,Neutral,Disagree,,,,,,,,,,,,,,,,,5.0
12866,,,,,,,,,,,,,,,,,Neutral,Disagree,Agree,Agree,Neutral,Slightly agree,Slightly agree,Slightly agree,Disagree,Slightly disagree,Slightly agree,Neutral,Slightly agree,Neutral,Slightly disagree,Agree,3.25
12867,,,,,,,,,,,,,,,,,Neutral,Neutral,Slightly disagree,Neutral,Agree,Neutral,Neutral,Disagree,Disagree,Agree,Slightly disagree,Slightly disagree,Neutral,Neutral,Neutral,Agree,2.75
12868,,,,,,,,,,,,,,,,,Slightly agree,Neutral,Slightly disagree,Neutral,Disagree,Agree,Slightly disagree,Agree,Slightly agree,Slightly disagree,Slightly agree,Neutral,Agree,Slightly agree,Slightly disagree,Slightly agree,2.0
12869,Slightly agree,Agree,Disagree,Agree,Slightly agree,Slightly disagree,Disagree,Disagree,Neutral,Agree,Neutral,Neutral,Agree,Neutral,Neutral,Agree,,,,,,,,,,,,,,,,,5.0
12870,,,,,,,,,,,,,,,,,Disagree,Slightly disagree,Agree,Slightly disagree,Agree,Agree,Agree,Slightly disagree,Agree,Agree,Disagree,Slightly disagree,Slightly agree,Disagree,Slightly disagree,Agree,1.0
12871,Slightly agree,Slightly agree,Disagree,Neutral,Slightly disagree,Neutral,Disagree,Disagree,Agree,Agree,Disagree,Agree,Neutral,Slightly agree,Neutral,Disagree,,,,,,,,,,,,,,,,,3.25
12872,Slightly agree,Neutral,Slightly agree,Neutral,Slightly disagree,Neutral,Slightly disagree,Neutral,Neutral,Slightly agree,Slightly agree,Neutral,Agree,Slightly agree,Slightly disagree,Slightly agree,,,,,,,,,,,,,,,,,5.0
12873,Slightly agree,Agree,Agree,Agree,Slightly agree,Slightly agree,Agree,Slightly agree,Agree,Agree,Slightly agree,Agree,Agree,Slightly agree,Agree,Agree,,,,,,,,,,,,,,,,,3.0
12874,,,,,,,,,,,,,,,,,Neutral,Slightly agree,Slightly disagree,Slightly agree,Disagree,Slightly disagree,Disagree,Slightly disagree,Slightly agree,Neutral,Agree,Neutral,Agree,Agree,Slightly disagree,Slightly agree,3.25
12875,,,,,,,,,,,,,,,,,Slightly agree,Neutral,Slightly disagree,Neutral,Slightly agree,Slightly disagree,Agree,Slightly agree,Neutral,Neutral,Neutral,Neutral,Slightly agree,Slightly agree,Slightly disagree,Agree,4.0
12876,Neutral,Neutral,Neutral,Neutral,Neutral,Slightly agree,Slightly agree,Slightly disagree,Slightly agree,Slightly agree,Neutral,Disagree,Agree,Disagree,Slightly agree,Agree,,,,,,,,,,,,,,,,,5.0
12877,Neutral,Slightly agree,Agree,Slightly disagree,Slightly agree,Slightly agree,Disagree,Disagree,Neutral,Agree,Disagree,Disagree,Slightly agree,Disagree,Slightly disagree,Neutral,,,,,,,,,,,,,,,,,2.0
